director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,keywords,comb
Spike Lee,Joseph Gordon-Levitt,Omari Hardwick,Laz Alonso,Action Crime Drama Thriller War,miracle at st. anna,boy german soldier partisan trapped village,Joseph Gordon-Levitt Omari Hardwick Laz Alonso Spike Lee Action Crime Drama Thriller War boy german soldier partisan trapped village
Yimou Zhang,Li Gong,Ye Liu,Man Li,Drama Romance,curse of the golden flower,china chrysanthemum emperor empress prince,Li Gong Ye Liu Man Li Yimou Zhang Drama Romance china chrysanthemum emperor empress prince
Danny Pang,Nicolas Cage,Charlie Yeung,James With,Action Crime Thriller,bangkok dangerous,deaf hitman nightclub pickpocket rules of profession,Nicolas Cage Charlie Yeung James With Danny Pang Action Crime Thriller deaf hitman nightclub pickpocket rules of profession
Barry Sonnenfeld,Zooey Deschanel,Janeane Garofalo,Omar Epps,Comedy Crime Thriller,big trouble,airport fbi agent person in a car trunk suitcase suitcase bomb,Zooey Deschanel Janeane Garofalo Omar Epps Barry Sonnenfeld Comedy Crime Thriller airport fbi agent person in a car trunk suitcase suitcase bomb
Mike Newell,Marcela Mar,Giovanna Mezzogiorno,Unax Ugalde,Drama Romance,love in the time of cholera,19th century colombia love marriage widow,Marcela Mar Giovanna Mezzogiorno Unax Ugalde Mike Newell Drama Romance 19th century colombia love marriage widow
George P. Cosmatos,Sam Waterston,Ben Gazzara,Nicholas Turturro,Action Thriller,shadow conspiracy,american president assassin conspiracy president white house,Sam Waterston Ben Gazzara Nicholas Turturro George P. Cosmatos Action Thriller american president assassin conspiracy president white house
Oliver Parker,Daniel Kaluuya,Tim McInnerny,Togo Igawa,Action Adventure Comedy Crime,johnny english reborn,assassin chinese conspiracy gadget premier,Daniel Kaluuya Tim McInnerny Togo Igawa Oliver Parker Action Adventure Comedy Crime assassin chinese conspiracy gadget premier
Lawrence Kasanoff,Jerry Stiller,Larry Miller,Harvey Fierstein,Action Animation Comedy Family Fantasy,foodfight!,femme fatale food pun supermarket troubled production,Jerry Stiller Larry Miller Harvey Fierstein Lawrence Kasanoff Action Animation Comedy Family Fantasy femme fatale food pun supermarket troubled production
Ben Affleck,Clea DuVall,Scoot McNairy,Tate Donovan,Biography Drama History Thriller,argo,1970s cia f word u.s. embassy year 1979,Clea DuVall Scoot McNairy Tate Donovan Ben Affleck Biography Drama History Thriller 1970s cia f word u.s. embassy year 1979
Andrew Davis,Harrison Ford,Daniel Roebuck,Sela Ward,Action Adventure Crime Drama Mystery Thriller,the fugitive,hospital on the run one armed man surgeon u.s. marshal,Harrison Ford Daniel Roebuck Sela Ward Andrew Davis Action Adventure Crime Drama Mystery Thriller hospital on the run one armed man surgeon u.s. marshal
Andy Tennant,Gerard Butler,Dorian Missick,Peter Greene,Action Comedy Romance,the bounty hunter,bounty hunter death murder police officer reporter,Gerard Butler Dorian Missick Peter Greene Andy Tennant Action Comedy Romance bounty hunter death murder police officer reporter
Barry Levinson,Robert De Niro,Brad Pitt,Minnie Driver,Crime Drama Thriller,sleepers,boy guard kicked in the crotch prank sexual abuse,Robert De Niro Brad Pitt Minnie Driver Barry Levinson Crime Drama Thriller boy guard kicked in the crotch prank sexual abuse
George P. Cosmatos,Sylvester Stallone,Julia Nickson,Martin Kove,Action Adventure Thriller War,rambo: first blood part ii,1980s mission prison rambo vietnam,Sylvester Stallone Julia Nickson Martin Kove George P. Cosmatos Action Adventure Thriller War 1980s mission prison rambo vietnam
Brian Gibson,Joseph Gordon-Levitt,Demi Moore,Anne Heche,Drama Thriller,the juror,breasts mafia sex scene temple woods,Joseph Gordon-Levitt Demi Moore Anne Heche Brian Gibson Drama Thriller breasts mafia sex scene temple woods
Norman Ferguson,Mel Blanc,Dickie Jones,Cliff Edwards,Animation Family Fantasy Musical,pinocchio,boy conscience fairy jiminy cricket pinocchio,Mel Blanc Dickie Jones Cliff Edwards Norman Ferguson Animation Family Fantasy Musical boy conscience fairy jiminy cricket pinocchio
Michael Cimino,Jeff Bridges,Sam Waterston,Isabelle Huppert,Adventure Drama Western,heaven's gate,1890s hired gun immigrant johnson county war sheriff,Jeff Bridges Sam Waterston Isabelle Huppert Michael Cimino Adventure Drama Western 1890s hired gun immigrant johnson county war sheriff
Len Wiseman,Sophia Myles,Tony Curran,Derek Jacobi,Action Adventure Fantasy Sci-Fi Thriller,underworld: evolution,death feud forbidden love vampire werewolf,Sophia Myles Tony Curran Derek Jacobi Len Wiseman Action Adventure Fantasy Sci-Fi Thriller death feud forbidden love vampire werewolf
Gus Van Sant,F. Murray Abraham,Rob Brown,Michael Nouri,Drama,finding forrester,basketball mentor new york school writing,F. Murray Abraham Rob Brown Michael Nouri Gus Van Sant Drama basketball mentor new york school writing
Betty Thomas,Steve Buscemi,Viggo Mortensen,Elizabeth Perkins,Comedy Drama,28 days,12 step program box office hit car accident vomiting wedding,Steve Buscemi Viggo Mortensen Elizabeth Perkins Betty Thomas Comedy Drama 12 step program box office hit car accident vomiting wedding
Louis Leterrier,Morgan Freeman,Jet Li,Bob Hoskins,Action Crime Drama Thriller,unleashed,collar dog fight fighting piano,Morgan Freeman Jet Li Bob Hoskins Louis Leterrier Action Crime Drama Thriller collar dog fight fighting piano
Roger Kumble,Judith Chapman,Lillian Adams,Chelsea Bond,Comedy Romance,the sweetest thing,female removes her clothes roommate voyeur voyeurism wedding,Judith Chapman Lillian Adams Chelsea Bond Roger Kumble Comedy Romance female removes her clothes roommate voyeur voyeurism wedding
Sydney Pollack,Tom Cruise,Holly Hunter,Wilford Brimley,Drama Mystery Thriller,the firm,bar fbi law law firm lawyer,Tom Cruise Holly Hunter Wilford Brimley Sydney Pollack Drama Mystery Thriller bar fbi law law firm lawyer
Burr Steers,Augustus Prew,Charlie Tahan,Valerie Tian,Drama Fantasy Romance,charlie st. cloud,brother brother relationship death of brother ghost seeing dead people talking with the dead,Augustus Prew Charlie Tahan Valerie Tian Burr Steers Drama Fantasy Romance brother brother relationship death of brother ghost seeing dead people talking with the dead
Simon West,Jason Statham,Tony Goldwyn,Mini Anden,Action Crime Thriller,the mechanic,apprentice disobeying orders gas station hitman nightclub,Jason Statham Tony Goldwyn Mini Anden Simon West Action Crime Thriller apprentice disobeying orders gas station hitman nightclub
Phil Lord,Channing Tatum,Dax Flame,Rob Riggle,Action Comedy Crime,21 jump street,narcotics parody police remake undercover cop,Channing Tatum Dax Flame Rob Riggle Phil Lord Action Comedy Crime narcotics parody police remake undercover cop
Roger Michell,Julia Roberts,Clarke Peters,Dylan Moran,Comedy Drama Romance,notting hill,actress bookstore friend kiss love,Julia Roberts Clarke Peters Dylan Moran Roger Michell Comedy Drama Romance actress bookstore friend kiss love
Peter Lord,Imelda Staunton,Miranda Richardson,Julia Sawalha,Adventure Animation Comedy Drama Family,chicken run,chicken escape farm freedom rooster,Imelda Staunton Miranda Richardson Julia Sawalha Peter Lord Adventure Animation Comedy Drama Family chicken escape farm freedom rooster
John Hamburg,Philip Seymour Hoffman,Masi Oka,Debra Messing,Comedy Romance,along came polly,bride friend honeymoon insurance insurance company,Philip Seymour Hoffman Masi Oka Debra Messing John Hamburg Comedy Romance bride friend honeymoon insurance insurance company
Reginald Hudlin,John Witherspoon,Eartha Kitt,Geoffrey Holder,Comedy Drama Romance,boomerang,advertising battle of the sexes dating one word title womanizer,John Witherspoon Eartha Kitt Geoffrey Holder Reginald Hudlin Comedy Drama Romance advertising battle of the sexes dating one word title womanizer
Paul Feig,Michael Rapaport,William Xifaras,Demián Bichir,Action Comedy Crime,the heat,drug lord fbi fbi agent hospital shot in the crotch,Michael Rapaport William Xifaras Demián Bichir Paul Feig Action Comedy Crime drug lord fbi fbi agent hospital shot in the crotch
Joseph L. Mankiewicz,Martin Landau,Richard Burton,Roddy McDowall,Biography Drama History Romance,cleopatra,cleopatra egypt epic queen roman empire,Martin Landau Richard Burton Roddy McDowall Joseph L. Mankiewicz Biography Drama History Romance cleopatra egypt epic queen roman empire
Frank Coraci,Salma Hayek,Reggie Lee,Charice,Action Comedy Sport,here comes the boom,claim in title high school mixed martial arts ultimate fighting championship underdog,Salma Hayek Reggie Lee Charice Frank Coraci Action Comedy Sport claim in title high school mixed martial arts ultimate fighting championship underdog
Carl Franklin,Morgan Freeman,Adam Scott,Bruce Davison,Crime Drama Mystery Thriller,high crimes,defense lawyer lawyer marine murder villager,Morgan Freeman Adam Scott Bruce Davison Carl Franklin Crime Drama Mystery Thriller defense lawyer lawyer marine murder villager
Barbra Streisand,Jeff Bridges,Austin Pendleton,Mimi Rogers,Comedy Drama Romance,the mirror has two faces,columbia university lecture marriage professor sex,Jeff Bridges Austin Pendleton Mimi Rogers Barbra Streisand Comedy Drama Romance columbia university lecture marriage professor sex
Mark Pellington,Debra Messing,Will Patton,David Eigenberg,Drama Horror Mystery Thriller,the mothman prophecies,car accident death of wife mothman point pleasant west virginia urban legend,Debra Messing Will Patton David Eigenberg Mark Pellington Drama Horror Mystery Thriller car accident death of wife mothman point pleasant west virginia urban legend
Larry Charles,Bono,Elton John,Slash,Comedy,brüno,austrian fame fashion gay lead character mockumentary,Bono Elton John Slash Larry Charles Comedy austrian fame fashion gay lead character mockumentary
John Glen,Robert Davi,Talisa Soto,Anthony Zerbe,Action Adventure Thriller,licence to kill,drug cartel drug lord james bond 007 personal vendetta vengeance,Robert Davi Talisa Soto Anthony Zerbe John Glen Action Adventure Thriller drug cartel drug lord james bond 007 personal vendetta vengeance
Catherine Hardwicke,Gary Oldman,Billy Burke,Virginia Madsen,Fantasy Horror Mystery Thriller,red riding hood,death forest love werewolf werewolf bite,Gary Oldman Billy Burke Virginia Madsen Catherine Hardwicke Fantasy Horror Mystery Thriller death forest love werewolf werewolf bite
John Herzfeld,Robert De Niro,Charlize Theron,Kelsey Grammer,Action Crime Drama Thriller,15 minutes,criminal detective fire homicide media,Robert De Niro Charlize Theron Kelsey Grammer John Herzfeld Action Crime Drama Thriller criminal detective fire homicide media
Annabel Jankel,Bob Hoskins,Fisher Stevens,Fiona Shaw,Adventure Comedy Family Fantasy Sci-Fi,super mario bros.,based on video game dinosaur king mario plumber,Bob Hoskins Fisher Stevens Fiona Shaw Annabel Jankel Adventure Comedy Family Fantasy Sci-Fi based on video game dinosaur king mario plumber
Andrew Niccol,Nicolas Cage,Jeremy Crutchley,Jared Burke,Crime Drama Thriller,lord of war,1980s arms dealer immorality ukrainian warlord,Nicolas Cage Jeremy Crutchley Jared Burke Andrew Niccol Crime Drama Thriller 1980s arms dealer immorality ukrainian warlord
Julie Anne Robinson,Fisher Stevens,Debbie Reynolds,Patrick Fischler,Action Comedy Crime Romance Thriller,one for the money,bail bond bounty hunter jeans shot in the butt title directed by female,Fisher Stevens Debbie Reynolds Patrick Fischler Julie Anne Robinson Action Comedy Crime Romance Thriller bail bond bounty hunter jeans shot in the butt title directed by female
Evan Goldberg,James Franco,Randall Park,Anders Holm,Comedy,the interview,assassination attempt communist dictatorship dictator exploding helicopter finger bitten off,James Franco Randall Park Anders Holm Evan Goldberg Comedy assassination attempt communist dictatorship dictator exploding helicopter finger bitten off
Sngmoo Lee,Tony Cox,Dong-gun Jang,Jed Brophy,Action Fantasy Western,the warrior's way,bullet time explosion knife throwing throwing a knife violence,Tony Cox Dong-gun Jang Jed Brophy Sngmoo Lee Action Fantasy Western bullet time explosion knife throwing throwing a knife violence
Jean-Pierre Jeunet,Omar Sy,Dany Boon,André Dussollier,Action Comedy Crime,micmacs,bullet contortionist gag humor human cannonball revenge,Omar Sy Dany Boon André Dussollier Jean-Pierre Jeunet Action Comedy Crime bullet contortionist gag humor human cannonball revenge
Curtis Hanson,Mekhi Phifer,Omar Benson Miller,Evan Jones,Drama Music,8 mile,competition contest friend self expression white rapper,Mekhi Phifer Omar Benson Miller Evan Jones Curtis Hanson Drama Music competition contest friend self expression white rapper
Jamel Debbouze,Jamel Debbouze,Youssef Hajdi,Mélissa Theuriau,Adventure Animation Comedy Family,animal kingdom: let's go ape,ape computer animation evolution first person title reference to louis de funes,Jamel Debbouze Youssef Hajdi Mélissa Theuriau Jamel Debbouze Adventure Animation Comedy Family ape computer animation evolution first person title reference to louis de funes
Brian Helgeland,Heath Ledger,Rufus Sewell,Bérénice Bejo,Action Adventure Romance,a knight's tale,chaucer jousting knight medieval times tournament,Heath Ledger Rufus Sewell Bérénice Bejo Brian Helgeland Action Adventure Romance chaucer jousting knight medieval times tournament
Gordon Chan,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,Action Comedy Fantasy,the medallion,hong kong interpol medallion ship tough cop,Julian Sands Lee Evans Anthony Chau-Sang Wong Gordon Chan Action Comedy Fantasy hong kong interpol medallion ship tough cop
M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Olivia Williams,Drama Mystery Thriller,the sixth sense,able to see the dead ghost plot twist psychic surprise ending,Bruce Willis Haley Joel Osment Olivia Williams M. Night Shyamalan Drama Mystery Thriller able to see the dead ghost plot twist psychic surprise ending
Asger Leth,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,Action Crime Thriller,man on a ledge,detective diamond hotel police rooftop,Robert Clohessy Mandy Gonzalez J. Smith-Cameron Asger Leth Action Crime Thriller detective diamond hotel police rooftop
David Frankel,Joel McHale,Kevin Pollak,JoBeth Williams,Comedy,the big year,alaska birding competition migration storm,Joel McHale Kevin Pollak JoBeth Williams David Frankel Comedy alaska birding competition migration storm
David O. Russell,Jennifer Lawrence,Christian Bale,Bradley Cooper,Crime Drama,american hustle,based on true story con artist drunk wife fbi investigation scam,Jennifer Lawrence Christian Bale Bradley Cooper David O. Russell Crime Drama based on true story con artist drunk wife fbi investigation scam
